No.,Company Name,Logo/Brand,Sponsor Type,Hall,pavilion no.,Originator Country,Representatives,Basic introduction,News/Recent Outstanding Achievement/Applications and Project References,Type of Industry,Hydrogen-focused business,Website,Form of Contacts,Highlighted Info,Unknown,Source_Sheet,Img_Logo,Img_Rep,Img_NewsProj,Img_Contact,Img_Highlight
8,"
EIGA",-,Exhibitors,E,100,Belgium,-,"The European Industrial Gases Association (EIGA) is a safety and technically oriented organization representing the majority of European and some non-European companies involved in the production, storage, and distribution of industrial, medical, and food gases. EIGA is dedicated to ensuring safety, environmental care, and the sustainable operation of the industrial gases sector.","1.The Clean Hydrogen Partnership is launching a new hydrogen research call for proposals today, 17 January 2024. A total of € 113.5 million will be made available through Horizon Europe for projects to cover R&I activities across the whole hydrogen value chain.
(https://www.clean-hydrogen.europa.eu/media/news/clean-hydrogen-partnership-launches-eu-1135-million-call-projects-across-whole-hydrogen-value-chain-2024-01-17_en)","Chemical Manufacturing, handling of industrial gases ",Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.eiga.eu/,"Avenue de l’Astronomie 30
1210  Brussels Belgium

Phone:  +32 2 217 70 98
E-Mail:  info(at)eiga.eu",-,-,E,EIGA_Logo_Image_351.png,,,,EIGA_Highlight_Image_352.png
9,Eksfin - Export Finance Norway,-,Exhibitors,D,122,Norway,-,"Eksfin, short for Export Finance Norway, is the official export credit agency of Norway. Established on July 1, 2021, following the merger of the Norwegian Export Credit Guarantee Agency (GIEK) and Export Credit Norway, Eksfin aims to promote Norwegian exports and support the green transition. The agency provides loans and guarantees to buyers of Norwegian goods and services, helping Norwegian exporters secure international contracts and contribute to economic growth.","Eksfin has been actively involved in supporting projects related to renewable energy, including green hydrogen initiatives. One notable project includes providing financing for Ørsted’s offshore wind farm, which includes components that support green hydrogen production.

ref : https://www.eksfin.no/en/cases/",Financial Services,Energy Trading Organization and/or Finance Institution,https://www.eksfin.no/en,"HQ
Støperigata 1, 0250 Oslo, Norway

E-mail: post@eksfin.no
Switchboard: +47 22 87 62 00
Org.number: 926 718 304","Eksfin's financing solutions are designed to support sustainable energy projects, including green hydrogen production. They offer tailored financial products that help Norwegian exporters and their international buyers invest in green technologies.",-,E,Eksfin - Export Finance Norway_Logo_Image_353.png,,,,
10,Elcogen,-,Exhibitors,C,16,Finland,-,"Elcogen is a leading manufacturer of high-performance anode-supported Intermediate Temperature Solid Oxide Fuel Cells (IT-SOFC) and SOFC stacks based in Estonia. The company specializes in clean energy technology that delivers affordable green hydrogen and emission-free electricity. Founded in 2001, Elcogen focuses on providing efficient solutions for power generation and fuel production.","Recently, Elcogen secured a €31 million investment from Baker Hughes to scale its hydrogen manufacturing capacity. This funding will be used to build a new 360MW manufacturing facility in Tallinn, Estonia, enhancing their production capabilities for solid oxide electrolyser cell (SOEC) technology. The company also collaborates with various partners, including Hyundai Heavy Industries, to advance green hydrogen production solutions
(https://elcogen.com/the-iru-power-plant-will-supply-electricity-to-elcogen-a-leading-manufacturer-of-hydrogen-fuel-cell-technology/)",manufacturer of clean energy technology ,Hydrogen Production Equipment Manaufacturers and its apparatus,https://elcogen.com/,manufacturer of clean energy technology ,"Elcogen's SOEC technology offers over 85% efficiency, using 39kWh of electrical energy per kilogram of green hydrogen produced during a 2,000-hour test period. This technology significantly reduces commercial costs, enabling affordable energy solutions to meet net-zero targets​",-,E,Elcogen_Logo_Image_354.png,Elcogen_Rep_Image_355.png,,,
11,Electric Hydrogen,-,Exhibitors,D,134,United States,-,"Electric Hydrogen (EH2) is a pioneering deep decarbonization company that develops advanced technology for producing low-cost, high-efficiency green hydrogen. The company's innovative approach to electrolysis aims to economically decarbonize industrial sectors such as ammonia, steel, and freight transport.","Electric Hydrogen has recently announced the development of a gigafactory in Devens, Massachusetts, which will produce next-generation electrolyzer equipment. This facility is expected to significantly reduce the costs of green hydrogen production, making it competitive with fossil fuels. The company has also secured a $198 million financing round to accelerate its green hydrogen initiatives and has formed a partnership with New Fortress Energy to supply electrolyzer technology for one of North America's largest green hydrogen facilities​
(https://eh2.com/electric-hydrogen-announces-a-1gw-framework-supply-agreement-for-large-scale-electrolyzer-plants-with-the-aes-corporation/)","Renewable Energy, specifically focusing on green hydrogen production and electrolyzer technology.",Hydrogen Production Equipment Manaufacturers and its apparatus,https://eh2.com/,"sales@eh2.com

1 Strathmore Rd, 01434, Natick, Massachusetts, United States",-,-,E,Electric Hydrogen_Logo_Image_356.png,Electric Hydrogen_Rep_Image_357.png,,,Electric Hydrogen_Highlight_Image_358.png
12,ELECTROMACH B.V.,-,Exhibitors,D,8,Netherlands,-,"Electromach B.V. is a leading supplier of explosion-protected installation equipment and system solutions for various industries, including oil and gas. Established in 1962, the company has over 50 years of experience in explosion protection technology. Electromach is known for its comprehensive range of products and services, including engineering, manufacturing, programming, testing, and commissioning.","Electromach, as a part of R. STAHL, is involved in setting up test facilities for ensuring the safety of high-pressure hydrogen tanks. This includes extensive safety tests where each tank is filled with hydrogen under full pressure, contributing to the safe use of hydrogen as a fuel.","explosion protection technology for the oil and gas, petrochemical, and hydrogen industries.

",Hydrogen Production Equipment Manaufacturers and its apparatus,https://r-stahl.com/,-,"Electromach is actively involved in the hydrogen sector by providing explosion-protected solutions for hydrogen production, storage, and transportation. Their expertise ensures the safe handling of hydrogen across its lifecycle, contributing to the green energy transition.",-,E,ELECTROMACH BV_Logo_Image_359.png,ELECTROMACH BV_Rep_Image_360.png,,ELECTROMACH BV_Contact_Image_361.png,
13,Elogen,-,Exhibitors,B,94,France,-,"Elogen is a French company specializing in the development and production of Proton Exchange Membrane (PEM) electrolysers. These electrolysers are designed to produce hydrogen from renewable energy sources, making them a key player in the green hydrogen sector. Elogen is a subsidiary of GTT (Gaztransport & Technigaz), which enhances its capabilities with advanced R&D and manufacturing processes.

","Elogen has been actively involved in several significant projects:

They are developing a 2.5 MW electrolyser for the CrossWind offshore wind project in the Netherlands. This project aims to produce green hydrogen by converting wind energy into hydrogen, thus helping to balance power generation and consumption.

(https://elogenh2.com/en/2023/07/27/new-contract-elogen-to-supply-a-2-5-mw-electrolyser-to-its-korean-partner-valmax-for-a-mobility-demonstration-project-in-pyeongchang/)","Renewable Energy, specifically focusing on green hydrogen production.

",Renewable Energy Companies,https://elogenh2.com/en/,"27-29 avenue Carnot
91300 Massy
France
Tel : +33 1 81 87 12 40
contact@elogenh2.com","Elogen's PEM electrolysers are designed to produce green hydrogen efficiently, contributing significantly to the decarbonization of industries and the stabilization of renewable energy grids. Their technology is recognized for its high efficiency and reliability, suitable for various applications including mobility, industry, and energy storage",-,E,Elogen_Logo_Image_362.png,Elogen_Rep_Image_363.png,,,
14,Embassy of the Czech Republic in the Hague,-,Exhibitors,E,43,Czech Republic,-,"The Embassy of the Czech Republic in the Hague serves as the diplomatic mission of the Czech Republic in the Netherlands. It is responsible for maintaining and promoting diplomatic relations between the Czech Republic and the Netherlands, providing consular services to Czech citizens, and supporting Czech nationals and businesses in the region."," the Czech Republic is actively engaged in various international energy and sustainability initiatives, which may involve collaborations facilitated by its embassies.",Government and Diplomatic Services.,Government Agency/Representative/Policy Maker,mzv.cz/hague, hague@embassy.mzv.cz,"The embassy offers various services, including consular assistance, visa processing, and support for Czech nationals abroad. It also plays a crucial role in promoting Czech culture, trade, and tourism in the Netherlands.",-,E,Embassy of the Czech Republic in the Hague_Logo_Image_364.png,Embassy of the Czech Republic in the Hague_Rep_Image_365.png,,,
15,Enbridge Gas Inc,-,Exhibitors,E,2,Canada,-,"Enbridge Gas Inc. is Canada’s largest natural gas storage, transmission, and distribution company. Formed on January 1, 2019, through the amalgamation of Enbridge Gas Distribution and Union Gas, the company serves approximately 3.9 million residential, commercial, and industrial customers in Ontario and Quebec.",Enbridge Gas is actively involved in projects related to hydrogen. They are working on blending hydrogen into the natural gas distribution network to reduce carbon emissions and support the transition to cleaner energy. The company has initiated pilot projects to demonstrate the feasibility and benefits of hydrogen blending in natural gas systems.,"natural gas storage, transmission and distribution company",Energy Carrier/Transporter/Shipping/Developer/Exploration,https://www.enbridgegas.com/,"Phone
1-877-362-7434

info@enbridge.com.",-,-,E,Enbridge Gas Inc_Logo_Image_366.png,,,,Enbridge Gas Inc_Highlight_Image_367.png
16,Endress+Hauser Nederland,-,Exhibitors,C,12,Netherlands,-,"Endress+Hauser is a global supplier of process automation solutions. They provide high-quality measurement instrumentation, services, and solutions for industrial process engineering. The company is known for its innovative products and services that enhance the competitiveness, quality, and safety of customer operations.","1.installed annually on average up to 2050 to meet the electricity demand for green hydrogen production
(https://www.nl.endress.com/en/industry-expertise/power-energy/hydrogen-in-power)
2.",Industrial Automation and Process Control.,Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.nl.endress.com/en?store_locale=en,"Nikkelstraat 6

Postbus 5102

1410 AC Naarden

Netherlands

Tel. +31 (0) 35 6 95 86 11
info.nl@endress.com
www.nl.endress.com",-,-,E,EndressHauser Nederland_Logo_Image_368.png,EndressHauser Nederland_Rep_Image_369.png,,,EndressHauser Nederland_Highlight_Image_370.png
17,Endurance Energy,-,Exhibitors,C,42,China,-,"Endurance Energy Ltd. is an early-stage exploration and production company focused on the acquisition and development of natural gas assets in the Western Canadian Sedimentary Basin. Founded in 2008 and based in Calgary, Alberta, the company aims to leverage advanced drilling technologies to maximize natural gas extraction.","Endurance Is Awarded As The Champion Manufacturer For Natural Gas Filling Station Equipment

(https://www.endurance-energy.com/news/endurance-is-awarded-as-the-champion-manufactu-62234770.html)", Natural Gas Exploration and Production.,Energy Carrier/Transporter/Shipping/Developer/Exploration,https://www.endurance-energy.com/,"Address:
No. 5 Baoyun Road, Longxing Town, Liangjiang New District, Chongqing, China

Telephone:
+86-23-67861935

Email:
export@naide.cn

Youtube:
https://youtube.com/watch?v=Kcb40MlVZ1w&si=x9quXJvZwtHG9Ge0",-,-,E,Endurance Energy_Logo_Image_371.png,Endurance Energy_Rep_Image_372.png,,,Endurance Energy_Highlight_Image_373.png
18,"Energy Business Review
",-,Exhibitors,D,100,United States,-,"Energy Business Review is a print and digital magazine that provides comprehensive coverage of the energy industry. It focuses on business and technology news, offering insights and analyses to equip key decision-makers with the knowledge needed to make informed decisions in the energy sector.

","The magazine covers various topics, including the latest advancements in hydrogen technology and its applications within the energy industry.

","Publishing, specifically focusing on energy business and technology.",Conference Organizer/ Event Advertiser/Journalism/,https://www.energybusinessreview.com/,"For Editorial queries

Email: editor@energybusinessreview.com

For Marketing queries

Email: marketing@energybusinessreview.com","Energy Business Review features articles and case studies on the development and implementation of hydrogen technology, highlighting innovations and investment trends in this sector.",-,E,Energy Business Review_Logo_Image_374.png,,,,
